K27_4B,L3,MAD,KLYS:LI27:41,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,668.5340101,2193.353052,2683.19935,8803.147474,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2683.19935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
K27_4C,L3,MAD,KLYS:LI27:41,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,671.5781101,2203.340256,2686.24345,8813.134678,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2686.24345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
PEN2708,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,27-8,,PEN,,,,,2686.302,8813.326772,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
K27_4D,L3,MAD,KLYS:LI27:41,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,674.6222101,2213.327461,2689.28755,8823.121883,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2689.28755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
BPM27501,L3,MAD,BPMS:LI27:501,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,BPM,,10_UM_RES,676.2318601,2218.608465,2690.8972,8828.402887,,,,,SA-906-205-75,"SIOC-SYS0-OP00, SIOC-ALH0-GADC00",,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690.8972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPMS:LI27%25,BPMS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
Q27501,L3,MAD,QUAD:LI27:501,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,QUAD,Q27501,QE,676.2318601,2218.608465,2690.8972,8828.402887,,,,,SA-902-675-1,SIOC-ALH0-MGNT00,,"	- NO SECTION -",,,,,,N,.1068,,,,,,,,,,-11.275892388364,10.557951674498,,,,,,,,,,,,,,,,,,2690.8972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:LI27%25,QUAD:%25,"Commissioned, Online",12/02/2005,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
XC27502,L3,MAD,XCOR:LI27:502,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,XCOR,XC27502,TYPE-5,676.6446601,2219.962796,2691.31,8829.757218,,,,,SA-238-4-13,SIOC-ALH0-MGNT00,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2691.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:LI27%25,XCOR:%25,"Commissioned, Online",12/02/2005,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
YC27503,L3,MAD,YCOR:LI27:503,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,YCOR,YC27503,TYPE-5,677.0129601,2221.171129,2691.6783,8830.965551,,,,,SA-238-4-13,SIOC-ALH0-MGNT00,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2691.6783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:LI27%25,YCOR:%25,"Commissioned, Online",12/02/2005,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
K27_5A,L3,MAD,KLYS:LI27:51,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,677.8343101,2223.865847,2692.49965,8833.660269,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2692.49965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
PEN2709,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,27-9,,PEN,,,,,2692.55,8833.825459,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
K27_5B,L3,MAD,KLYS:LI27:51,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,680.8784101,2233.853052,2695.54375,8843.647474,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2695.54375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
VPIO_BPN27_589,BYP,NONMAD,VPIO:BPN27:589,,,,,,,CABLES,A,AD_ACCEL,,,,PUMP,,ION PUMP,,,2698.52,8853.412073,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPIO:BPN27%25,VPIO:%25,,,
K27_5C,L3,MAD,KLYS:LI27:51,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,683.9225101,2243.840256,2698.58785,8853.634678,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2698.58785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
PEN2710,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,27-10,,PEN,,,,,2698.646,8853.825459,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
K27_5D,L3,MAD,KLYS:LI27:51,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,686.9666101,2253.827461,2701.63195,8863.621883,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2701.63195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
BPM27601,L3,MAD,BPMS:LI27:601,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,BPM,,10_UM_RES,688.5762601,2259.108465,2703.2416,8868.902887,,,,,SA-906-205-75,"EIOC-LI27-BP601, SIOC-SYS0-OP00, SIOC-ALH0-GADC00, IOC-LI27-BP02",,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703.2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPMS:LI27%25,BPMS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
Q27601,L3,MAD,QUAD:LI27:601,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,QUAD,Q27601,QE,688.5762601,2259.108465,2703.2416,8868.902887,,,,,SA-902-675-1,SIOC-ALH0-MGNT00,,"	- NO SECTION -",,,,,,N,.1068,,,,,,,,,,11.280157299649,-10.561945037125,,,,,,,,,,,,,,,,,,2703.2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:LI27%25,QUAD:%25,"Commissioned, Online",12/02/2005,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
XC27602,L3,MAD,XCOR:LI27:602,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,XCOR,XC27602,TYPE-5,688.9846601,2260.44836,2703.65,8870.242782,,,,,SA-238-4-13,SIOC-ALH0-MGNT00,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:LI27%25,XCOR:%25,"Commissioned, Online",12/02/2005,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
YC27603,L3,MAD,YCOR:LI27:603,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,YCOR,YC27603,TYPE-5,689.2346601,2261.26857,2703.9,8871.062992,,,,,SA-238-4-13,SIOC-ALH0-MGNT00,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:LI27%25,YCOR:%25,"Commissioned, Online",12/02/2005,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
K27_6A,L3,MAD,KLYS:LI27:61,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,690.1787101,2264.365847,2704.84405,8874.160269,,,,,AD-756-115-0,"SIOC-ALH0-RF00, IOC-LI27-CV01, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2704.84405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
PEN2711,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,27-11,,PEN,,,,,2704.894,8874.324147,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
K27_6B,L3,MAD,KLYS:LI27:61,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,693.2228101,2274.353052,2707.88815,8884.147474,,,,,AD-756-115-0,"SIOC-ALH0-RF00, IOC-LI27-CV01, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2707.88815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
K27_6C,L3,MAD,KLYS:LI27:61,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,696.2669101,2284.340256,2710.93225,8894.134678,,,,,AD-756-115-0,"SIOC-ALH0-RF00, IOC-LI27-CV01, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.5,,,,,,,,,,,,,,,,,,,,,,,,2710.93225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
PEN2712,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,27-12,,PEN,,,,,2710.99,8894.324147,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
PMT27644,LI27,NONMAD,PMT:LI27:644,,,,,,,CABLES,I,AD_ACCEL,S27,,,INST,,PMT,,,2714.7,8906.496063,,,,,,"SIOC-SYS0-OP00, IOC-LI28-MC01",,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMT:LI27%25,PMT:%25,,,"CU_ALINE, CU_HTXI, CU_HXR, CU_SXR"
WS27644,L3,MAD,WIRE:LI27:644,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,WIRE,,SLOW,700.1324601,2297.022507,2714.7978,8906.816929,,,,,,"SIOC-ALH0-WS00, SIOC-SYS0-OP00, SIOC-SYS0-EM00",,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2714.7978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIRE:LI27%25,WIRE:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
LBLM18A,BYP,NONMAD,LBLM:BPN27:739:A,,,,,,,CABLES,A,AD_ACCEL,S27,,,LBLM,,QUARTZ FIBER,,,2715.2,8908.136483,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LBLM:BPN27%25,LBLM:%25,,,
BPM27701,L3,MAD,BPMS:LI27:701,L3,,,BPMS:LB27:701,308,,SYMBOLS,A,AD_ACCEL,S27,,,BPM,,10_UM_RES,700.9206601,2299.608465,2715.586,8909.402887,,,,,SA-906-205-75,"SIOC-SYS0-FB00, SIOC-ALH0-FBCK00, SIOC-SYS0-OP00, EIOC-LI27-BP701, SIOC-ALH0-GADC00, IOC-LI27-BP02",,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPMS:LI27%25,BPMS:LB27%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
Q27701,L3,MAD,QUAD:LI27:701,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,QUAD,Q27701,QE,700.9206601,2299.608465,2715.586,8909.402887,,,,,SA-902-675-1,SIOC-ALH0-MGNT00,,"	- NO SECTION -",,,,,,N,.1068,,,,,,,,,,-11.275892388364,10.557951674498,,,,,,,,,,,,,,,,,,2715.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:LI27%25,QUAD:%25,"Commissioned, Online",12/02/2005,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
XC27702,L3,MAD,XCOR:LI27:702,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,XCOR,XC27702,TYPE-4,701.3346601,2300.966733,2716,8910.761155,,,,,SA-238-4-1,SIOC-ALH0-MGNT00,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:LI27%25,XCOR:%25,"Commissioned, Online",12/02/2005,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
YC27703,L3,MAD,YCOR:LI27:703,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,YCOR,YC27703,TYPE-4,701.6858601,2302.118964,2716.3512,8911.913386,,,,,SA-238-4-1,SIOC-ALH0-MGNT00,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2716.3512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:LI27%25,YCOR:%25,"Commissioned, Online",12/02/2005,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
K27_7A,L3,MAD,KLYS:LI27:71,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,702.5231101,2304.865847,2717.18845,8914.660269,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2717.18845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
PEN2713,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,27-13,,PEN,,,,,2717.238,8914.822835,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
K27_7B,L3,MAD,KLYS:LI27:71,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,705.5672101,2314.853052,2720.23255,8924.647474,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2720.23255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
K27_7C,L3,MAD,KLYS:LI27:71,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,708.6113101,2324.840256,2723.27665,8934.634678,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2723.27665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
PEN2714,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,27-14,,PEN,,,,,2723.334,8934.822835,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
K27_7D,L3,MAD,KLYS:LI27:71,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,711.6554101,2334.827461,2726.32075,8944.621883,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2726.32075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
BPM27801,L3,MAD,BPMS:LI27:801,L3,,,BPMS:LB27:801,308,,SYMBOLS,A,AD_ACCEL,S27,,,BPM,,10_UM_RES,713.2650601,2340.108465,2727.9304,8949.902887,,,,,SA-906-205-75,"SIOC-SYS0-FB00, SIOC-ALH0-FBCK00, SIOC-SYS0-OP00, EIOC-LI27-BP801, SIOC-ALH0-GADC00, IOC-LI27-BP02",,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2727.9304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPMS:LI27%25,BPMS:LB27%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
Q27801,L3,MAD,QUAD:LI27:801,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,QUAD,Q27801,QE,713.2650601,2340.108465,2727.9304,8949.902887,,,,,SA-902-675-1,SIOC-ALH0-MGNT00,,"	- NO SECTION -",,,,,,N,.1068,,,,,,,,,,11.594301589195,-10.856087630332,,,,,,,,,,,,,,,,,,2727.9304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:LI27%25,QUAD:%25,"Commissioned, Online",12/02/2005,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
XC27802,L3,MAD,XCOR:LI27:802,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,XCOR,XC27802,TYPE-4,713.6746601,2341.452297,2728.34,8951.246719,,,,,SA-238-4-1,SIOC-ALH0-MGNT00,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:LI27%25,XCOR:%25,"Commissioned, Online",12/02/2005,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
YC27803,L3,MAD,YCOR:LI27:803,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,YCOR,YC27803,TYPE-4,713.9246601,2342.272507,2728.59,8952.066929,,,,,SA-238-4-1,SIOC-ALH0-MGNT00,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:LI27%25,YCOR:%25,"Commissioned, Online",12/02/2005,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
K27_8A,L3,MAD,KLYS:LI27:81,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,714.8675101,2345.365847,2729.53285,8955.160269,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2729.53285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
PEN2715,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,27-15,,PEN,,,,,2729.582,8955.321522,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
K27_8B,L3,MAD,KLYS:LI27:81,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,717.9116101,2355.353052,2732.57695,8965.147474,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2732.57695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
K27_8C,L3,MAD,KLYS:LI27:81,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,720.9557101,2365.340256,2735.62105,8975.134678,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2735.62105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
PEN2716,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,27-16,,PEN,,,,,2735.678,8975.321522,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
K27_8D,L3,MAD,KLYS:LI27:81,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,LCAV,,10FT,723.9998101,2375.327461,2738.66515,8985.121883,,,,,AD-756-115-0,"IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00",,"	- NO SECTION -",,,,,,N,3.0441,2856,0,0,0,.25,,,,,,,,,,,,,,,,,,,,,,,,2738.66515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:LI27%25,KLYS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
PEN2717,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,27-17,,PEN,,,,,2738.929,8985.987533,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
XC27900,L3,MAD,XCOR:LI27:900,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,XCOR,XC27900,TYPE-4,724.7188601,2377.686549,2739.3842,8987.480971,,,,,SA-238-4-1,SIOC-ALH0-MGNT00,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2739.3842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:LI27%25,XCOR:%25,"Commissioned, Online",12/02/2005,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
YC27900,L3,MAD,YCOR:LI27:900,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,YCOR,YC27900,TYPE-4,725.1146601,2378.985105,2739.78,8988.779528,,,,,SA-238-4-1,"SIOC-SYS0-FB00, SIOC-ALH0-FBCK00, SIOC-ALH0-MGNT00",,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2739.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:LI27%25,YCOR:%25,"Commissioned, Online",12/02/2005,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
BPM27901,L3,MAD,BPMS:LI27:901,L3,,,,308,,SYMBOLS,A,AD_ACCEL,S27,,,BPM,,10_UM_RES,725.8500601,2381.397835,2740.5154,8991.192257,,,,,SA-906-205-75,"SIOC-SYS0-OP00, SIOC-ALH0-GADC00, EIOC-LI27-BP901, IOC-LI27-BP02",,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2740.5154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPMS:LI27%25,BPMS:%25,,,"CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
